"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012/2013","Prince Edward Island","2016A000211","Executive MBA","Current dollars","75","units","0","v73953253","3.7","20442","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Executive MBA","Current dollars","75","units","0","v73953253","3.7","21620","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Executive MBA","Current dollars","75","units","0","v73953253","3.7","22748","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Executive MBA","Current dollars","75","units","0","v73953253","3.7","23122","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Executive MBA","Current dollars","75","units","0","v73953253","3.7","23322","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Executive MBA","Current dollars","75","units","0","v73953253","3.7","24027","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Executive MBA","Current dollars","75","units","0","v73953253","3.7","24511","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Executive MBA","Current dollars","75","units","0","v73953253","3.7","23506","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Executive MBA","Current dollars","75","units","0","v73953253","3.7","23982","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Executive MBA","Current dollars","75","units","0","v73953253","3.7","24220","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Executive MBA","Current dollars","75","units","0","v73953253","3.7","24710","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Executive MBA","Current dollars","75","units","0","v73953253","3.7","25697","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Regular MBA","Current dollars","75","units","0","v1001399423","3.8","","..","","","0"
"2012/2013","Prince Edward Island","2016A000211","Regular MBA","Current dollars","75","units","0","v1001399423","3.8","","..","","","0"
"2013/2014","Prince Edward Island","2016A000211","Regular MBA","Current dollars","75","units","0","v1001399423","3.8","","..","","","0"
"2014/2015","Prince Edward Island","2016A000211","Regular MBA","Current dollars","75","units","0","v1001399423","3.8","","..","","","0"
"2015/2016","Prince Edward Island","2016A000211","Regular MBA","Current dollars","75","units","0","v1001399423","3.8","","..","","","0"
"2016/2017","Prince Edward Island","2016A000211","Regular MBA","Current dollars","75","units","0","v1001399423","3.8","","..","","","0"
"2017/2018","Prince Edward Island","2016A000211","Regular MBA","Current dollars","75","units","0","v1001399423","3.8","","..","","","0"
"2018/2019","Prince Edward Island","2016A000211","Regular MBA","Current dollars","75","units","0","v1001399423","3.8","30000","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Regular MBA","Current dollars","75","units","0","v1001399423","3.8","30254","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Regular MBA","Current dollars","75","units","0","v1001399423","3.8","30870","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Regular MBA","Current dollars","75","units","0","v1001399423","3.8","31178","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Regular MBA","Current dollars","75","units","0","v1001399423","3.8","31808","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Regular MBA","Current dollars","75","units","0","v1001399423","3.8","33082","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","6148","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","8361","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","8502","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","9101","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","9564","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","9948","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","10136","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","10441","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","10755","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","11085","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","11310","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","11535","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","11770","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","11892","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","12135","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427825","3.9","12620","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v1073542449","3.10","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v1073542449","3.10","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v1073542449","3.10","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v1073542449","3.10","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v1073542449","3.10","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v1073542449","3.10","","..","","","0"
"2018/2019","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v1073542450","3.11","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v1073542450","3.11","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v1073542450","3.11","11770","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v1073542450","3.11","11892","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v1073542450","3.11","12135","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v1073542450","3.11","12620","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542451","3.12","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542451","3.12","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542451","3.12","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542451","3.12","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542451","3.12","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542451","3.12","","..","","","0"
"2017/2018","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399424","3.13","11085","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399424","3.13","11310","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399424","3.13","11535","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399424","3.13","11770","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399424","3.13","11892","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399424","3.13","12135","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399424","3.13","12620","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542452","3.14","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542452","3.14","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542452","3.14","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542452","3.14","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542452","3.14","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542452","3.14","","..","","","0"
"2018/2019","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542453","3.15","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542453","3.15","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542453","3.15","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542453","3.15","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542453","3.15","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542453","3.15","","..","","","0"
"2018/2019","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v1073542454","3.16","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v1073542454","3.16","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v1073542454","3.16","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v1073542454","3.16","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v1073542454","3.16","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v1073542454","3.16","","..","","","0"
"2018/2019","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542455","3.17","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542455","3.17","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542455","3.17","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542455","3.17","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542455","3.17","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542455","3.17","","..","","","0"
"2011/2012","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62468763","3.18","9101","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62468763","3.18","9564","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62468763","3.18","9948","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62468763","3.18","10136","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62468763","3.18","10441","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62468763","3.18","10755","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62468763","3.18","11085","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62468763","3.18","11310","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62468763","3.18","11535","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62468763","3.18","11770","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62468763","3.18","11892","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62468763","3.18","12135","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62468763","3.18","12620","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Optometry","Current dollars","75","units","0","v1073542456","3.22","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Optometry","Current dollars","75","units","0","v1073542456","3.22","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Optometry","Current dollars","75","units","0","v1073542456","3.22","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Optometry","Current dollars","75","units","0","v1073542456","3.22","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Optometry","Current dollars","75","units","0","v1073542456","3.22","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Optometry","Current dollars","75","units","0","v1073542456","3.22","","..","","","0"
"2006/2007","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","6068","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","","..","","","0"
"2008/2009","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","6148","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","6120","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","6120","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","11794","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","12120","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","12360","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","12548","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","12742","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","","..","","","0"
"2017/2018","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","","..","","","0"
"2018/2019","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427823","3.19","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1210490558","3.20","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1210490558","3.20","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1210490558","3.20","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1210490558","3.20","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1210490558","3.20","","..","","","0"
"2006/2007","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","14515","","","","0"
"2007/2008","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","14868","","","","0"
"2008/2009","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","14493","","","","0"
"2009/2010","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","14580","","","","0"
"2010/2011","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","14325","","","","0"
"2011/2012","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","15071","","","","0"
"2012/2013","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","15739","","","","0"
"2013/2014","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","15928","","","","0"
"2014/2015","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","16482","","","","0"
"2015/2016","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","16601","","","","0"
"2016/2017","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","17662","","","","0"
"2017/2018","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","18348","","","","0"
"2018/2019","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","19281","","","","0"
"2019/2020","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","20604","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","21995","","","","0"
"2021/2022","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","22197","","","","0"
"2022/2023","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","21787","","","","0"
"2023/2024","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414738","4.21","22768","","","","0"
"2006/2007","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","13495","","","","0"
"2007/2008","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","12399","","","","0"
"2008/2009","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","12900","","","","0"
"2009/2010","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","12902","","","","0"
"2010/2011","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","12910","","","","0"
"2011/2012","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","13290","","","","0"
"2012/2013","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","14965","","","","0"
"2013/2014","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","10122","","","","0"
"2014/2015","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","10878","","","","0"
"2015/2016","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","13106","","","","0"
"2016/2017","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","12322","","","","0"
"2017/2018","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","12706","","","","0"
"2018/2019","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","12509","","","","0"
"2019/2020","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","13009","","","","0"
"2020/2021","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","13028","","","","0"
"2021/2022","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","13558","","","","0"
"2022/2023","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","15194","","","","0"
"2023/2024","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427826","4.1","15823","","","","0"
"2006/2007","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","12124","","","","0"
"2007/2008","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","12124","","","","0"
"2008/2009","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","12124","","","","0"
"2009/2010","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","12124","","","","0"
"2010/2011","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","12124","","","","0"
"2011/2012","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","12488","","","","0"
"2012/2013","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","12864","","","","0"
"2013/2014","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","13248","","","","0"
"2014/2015","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","13656","","","","0"
"2015/2016","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","14064","","","","0"
"2016/2017","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","18240","","","","0"
"2017/2018","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","18780","","","","0"
"2018/2019","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","19350","","","","0"
"2019/2020","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","19788","","","","0"
"2020/2021","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","19949","","","","0"
"2021/2022","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","20453","","","","0"
"2022/2023","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","21020","","","","0"
"2023/2024","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427832","4.2","21673","","","","0"
"2006/2007","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","13483","","","","0"
"2007/2008","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","13800","","","","0"
"2008/2009","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","13235","","","","0"
"2009/2010","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","13373","","","","0"
"2010/2011","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","13373","","","","0"
"2011/2012","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","14005","","","","0"
"2012/2013","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","14183","","","","0"
"2013/2014","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","14857","","","","0"
"2014/2015","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","15173","","","","0"
"2015/2016","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","15702","","","","0"
"2016/2017","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","16059","","","","0"
"2017/2018","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","16285","","","","0"
"2018/2019","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","16744","","","","0"
"2019/2020","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","17909","","","","0"
"2020/2021","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","18850","","","","0"
"2021/2022","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","19722","","","","0"
"2022/2023","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","19938","","","","0"
"2023/2024","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427833","4.3","21244","","","","0"
"2006/2007","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","12397","","","","0"
"2007/2008","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","13654","","","","0"
"2008/2009","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","11692","","","","0"
"2009/2010","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","12255","","","","0"
"2010/2011","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","12255","","","","0"
"2011/2012","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","12644","","","","0"
"2012/2013","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","12216","","","","0"
"2013/2014","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","12358","","","","0"
"2014/2015","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","13091","","","","0"
"2015/2016","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","12240","","","","0"
"2016/2017","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","14627","","","","0"
"2017/2018","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","15074","","","","0"
"2018/2019","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","16081","","","","0"
"2019/2020","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","16971","","","","0"
"2020/2021","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","17426","","","","0"
"2021/2022","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","17203","","","","0"
"2022/2023","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","16747","","","","0"
"2023/2024","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427834","4.4","17507","","","","0"
"2006/2007","Nova Scotia","2016A000212","Law","Current dollars","75","units","0","v62427835","4.5","17783","","","","0"
"2007/2008","Nova Scotia","2016A000212","Law","Current dollars","75","units","0","v62427835","4.5","18593","","","","0"
"2008/2009","Nova Scotia","2016A000212","Law","Current dollars","75","units","0","v62427835","4.5","16204","","","","0"
"2009/2010","Nova Scotia","2016A000212","Law","Current dollars","75","units","0","v62427835","4.5","16208","","","","0"
"2010/2011","Nova Scotia","2016A000212","Law","Current dollars","75","units","0","v62427835","4.5","16204","","","","0"
